0,1,2,paths
0,1,0,SAB/Shifting_cultivation-100-101-101_1200_3600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1200_3700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1200_3800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1200_3900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_1300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_1400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_1500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_1600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_3200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_3300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_3400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_3500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_3600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_3700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_3800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_3900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_4000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_4100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1300_4200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_1500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_2500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_2600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_2700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_3200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_3300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_3400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_3500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_3600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_3700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_3800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_3900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_4000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_4100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_4200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1400_4300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_2300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_2400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_2500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_2600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_2700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_3200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_3300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_3400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_3500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_3600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_3800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_3900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_4000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_4100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_4200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1500_4300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_1000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_1100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_1200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_1600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_1700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_1800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_1900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_2200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_2300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_2400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_2500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_2600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_2700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_2800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_2900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_3200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_3300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_3400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_3500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_3600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_3700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_3800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_3900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_4000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_4100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_4200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_4300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1600_900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_1000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_1100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_1200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_1500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_1600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_1700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_1800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_1900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_2100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_2200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_2300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_2400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_2500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_2600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_2700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_2800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_2900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_3000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_3300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_3400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_3500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_3600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_3700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_3800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_3900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_4000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_4100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_4200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_4300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1700_900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_1900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_2000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_2100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_2200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_2300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_2600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_2700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_2800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_2900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_3000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_3300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_3400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_3500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_3600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_3700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1800_900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_0-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1100-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_1900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_2000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_2200-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_2300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_2500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_2600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_2700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_2800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_2900-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_300-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_3000-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_3400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_3500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_3600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_3700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_400-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_500-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_600-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_700-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_800-2019-12-01-2020-02-29.tif
0,1,0,SAB/Shifting_cultivation-100-101-101_1900_900-2019-12-01-2020-02-29.tif
